schema_version,agent_version,date,regime,directional_bias,permitted_structures,stand_down,size_multiplier,confidence,rationale,cited_evidence,playbook_notes,expected_value_usd
1.0,47d14088dd96,2026-03-09,trap,neutral,[],True,0.0,medium,"Analog cohort is a no-trade: majority_action=FLAT (8/15), share_both_books_red=0.53, book edges weak (rotation +79, momentum -188). Base rates concur: imbalanced day-type p_flat=0.49 with negative book means. Tape is whipsaw — 10d net only -62.5pts despite 400-700pt daily swings — and a -276.5pt gap near the window low is a trap signature, not a trend. No red-folder release today (only a 17:30 speech, post-close), so this stand-down is cohort-driven per the FLAT-majority rule, not calendar fear.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8', 'analog_block.share_both_books_red=0.53', 'analog_block.mean_pl_if_rotation=79', 'analog_block.mean_pl_if_momentum=-188', 'base_rates.today_day_type.imbalanced.p_flat=0.49', 'trailing_stats.net_10d_pts=-62.5', 'overnight.gap_vs_prior_close_pts=-276.5']","2026-03-09 (fresh eyes, no inherited notes). Stand-down per v0.6.1 anchor: analog majority FLAT (8/15, k=15), share_both_books_red 0.53, mean_pl rotation +79 / momentum -188 — no book has a real edge, and 0.25 is not for doubt. Base rates reinforce: imbalanced day-type p_flat 0.49, rotation_book_mean -53.71. Tape: violent two-way chop (alternating +-250-450pt sessions, 10d net -62.5) with price 0.13% off the 20d window low and a -276.5pt gap — classic gap-into-support trap setup; if forced to pick, rotation over momentum (analog ROTATION 6 vs MOMENTUM 1), but the cohort says neither pays. No red_folder today (red_folder_today=0; Trump speech 17:30 ET is post-close, medium impact) — this is NOT calendar hiding; the day itself grades flat in retrieval and priors. Shock backdrop mid (10 bars, largest 173.75 on 03-06 NFP). EV at size 0.0 = $0; forgone oracle mean ~$288 is the accepted cost of a FLAT-majority cohort. Watch next session: if gap fails to fill and window low breaks with streak_imbal building, re-evaluate war/momentum; if gap fills into the range, balance/rotation resumes. Rolling-20d read_regret -7978 says my lineage misses tradeable days — but override requires a specific feature the cohort lacks, and today has none.",0.0
1.0,47d14088dd96,2026-03-10,event_risk,long,['continuation'],False,0.5,medium,"CPI 08:30 is a timing/size modifier, not a hide: cohort majority MOMENTUM (8/15, mean +$80, both-books-red only 0.27) says trade. CPI-family counts lean ROTATION (5/8), but rotation is billed negative everywhere it is priced: generic cohort -$174, red-folder base rate -$98.63/day over 309 cases — that prior overrides the family count, so reversion is excluded and momentum/continuation is armed. Bias long: net_10d +707.75 pts, 2.05% off window high. Split cohort caps size at 0.5; engine timing floor handles the release.","['calendar[2]=Core CPI m/m, impact=high, today=true, 08:30', 'analog_block.majority_action=MOMENTUM', 'analog_block.mean_pl_if_momentum=80', 'analog_block.mean_pl_if_rotation=-174', 'analog_block.share_both_books_red=0.27', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'event_family_analogs.counts={FLAT:1,MOMENTUM:2,ROTATION:5}', 'trailing_stats.net_10d_pts=707.75']","2026-03-10 (fresh eyes, v0.6.2): CPI morning armed MOMENTUM 0.5, long bias, reversion excluded. Logic: generic cohort majority MOMENTUM (8/15, +$80 mean, rotation -$174); CPI family counts favored rotation 5/8 but family momentum mean was actually higher (+$312 vs +$284, worst momentum day only -$25) and the red-folder base rate prices rotation at -$98.63/day (n=309) vs momentum -$5.97 — priced priors beat the raw family count, per the base_rates rule. Tape: imbalanced day_type, streak_imbal 2, net_10d +707.75, only 2.05% off 20d window high, yesterday +522.75 on a 1058pt range — trend-with evidence, so continuation long. Shock regime mid (14 bars >75pts, largest 173.75 on 03-06 CPI-hour) — sized 0.5 not 1.0 for residual event uncertainty and the 8/15 split cohort. yesterday_result: single-day read_regret -$1880 (missed a $1880 oracle day at full size), rolling-20d arm expectancy +$115 but cumulative READ regret -$9753 with zero sizing regret — the lineage leak is book/trade selection, not size; keep anchoring book to retrieval+priors, not narrative. EV estimate +$100 at 0.5 (blend of generic +$80 and family +$312 momentum means).",100.0
1.0,47d14088dd96,2026-03-11,event_risk,neutral,['reversion'],False,0.5,medium,"CPI morning: red_folder_today=3, 08:30 releases. Generic analogs say FLAT (10/15), but CPI-family analogs outrank them on event days: 8 CPI mornings resolved ROTATION 5/2/1, rotation paying +605/+688/+512/+288/+62. Family majority names the book, so I arm ROTATION at 0.5 — the split cohort, FLAT generic majority, and red-folder rotation base rate (-$99) cap size below 1.0. Standing down repeats the measured leak (20d read regret -$9,753). Engine timing floor covers the release itself.","['regime_vector.red_folder_today=3', 'calendar: CPI m/m, CPI y/y, Core CPI y/y today=true @08:30 impact=high', 'event_family_analogs.counts={ROTATION:5, MOMENTUM:2, FLAT:1}, families=[CPI]', 'analog_block.majority_action=FLAT (best_action_counts.FLAT=10 of 15)', 'analog_block.share_both_books_red=0.4', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63 (n=309)', 'yesterday_result.rolling_20d.your_cumulative_read_regret_usd=-9753 (sizing_regret=0)', 'regime_vector.day_type=balanced']","2026-03-11 (fresh eyes, no inherited notes): CPI-cluster morning, 3 red folders at 08:30. Applied v0.6.2 rule: event_family_analogs outrank the generic analog block on event days. CPI family (k=8): ROTATION 5 / MOMENTUM 2 / FLAT 1, family rotation mean ~+$239/day — but the two most recent CPI days (2026-01-13 +790, 2026-03-10 +742) went MOMENTUM; watch for family drift momentum-side. Generic analogs (k=15) said FLAT 10/15 with both book means red, and red-folder base rates show rotation -$99/day over 309 cases — that three-way conflict is why size is 0.5, not 1.0 and not a stand-down. Tape: day_type balanced, alternating nets (net_5d +474.5 but streak only 2), price mid-window (2.1% off high, 3.9% off low), trap_rate_10 0.3, overnight gap -63, shock count 19 elevated (argues for de-risked size, consistent with 0.5). Lineage: rolling-20d read regret -$9,753 vs sizing regret $0 — the leak is hiding/wrong-book, never oversizing; yesterday's full-size call captured the oracle exactly (+742). Carry-forward heuristic: on CPI mornings arm the family-majority book at 0.5; go 1.0 only when family and generic analogs agree on the same book; go 0.0 only when the family itself is FLAT-majority or share_both_books_red is high.",120.0
1.0,47d14088dd96,2026-03-12,event_risk,neutral,[],True,0.0,medium,"Retrieval, not calendar fear: analog cohort majority is FLAT (7/15) and the PCE event-family cohort is also FLAT (5/8, zero rotation wins). Base rates price the day: red-folder mornings p_flat 0.54 with rotation book -$98.6/day; elevated-shock days p_flat 0.56. Tape is directionless (net_10d=-1.75 pts), so no trend for the release to extend. Momentum has right-tail analog winners, but a FLAT-majority cohort is the v0.6.1 stand-down anchor - 0.25 'just in case' is the forbidden blur.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:7,MOMENTUM:5,ROTATION:3}', 'event_family_analogs.counts={FLAT:5,MOMENTUM:3,ROTATION:0}', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'base_rates.today_shock_regime.elevated(>p85).p_flat=0.56', 'trailing_stats.net_10d_pts=-1.75', 'regime_vector.red_folder_today=2']","2026-03-12 (Thu; Claims + Core PCE 08:30, red_folder=2): STAND DOWN 0.0. Both retrieval layers said no-trade: generic analogs 7/15 FLAT (majority_action=FLAT, share_both_books_red 0.33), PCE event-family 5/8 FLAT with 0 rotation wins; red-folder base rates negative for both books (rot -$98.6, mom -$6.0, p_flat .54); elevated-shock bucket p_flat .56. Tape gave no override: net_10d -1.75 pts (pure chop), streak 1, mid-window, trap_rate_10 0.3 - no directional setup for the release to extend. Watch for next PCE-family morning: the momentum right tail is real (2025-04-30 +720, 2025-09-26 +1095, 2025-12-05 +2190) - if such a morning arrives WITH a live trend (streak>=2, big one-way net_5d/10d, price at a window extreme), that is momentum at 0.25-0.5, not flat. Discipline carried: FLAT-majority cohort = 0.0, never 0.25; when majority names a book, arm THAT book; the calendar label alone never justifies standing down - today's stand-down cites cohort + priced base rates, not event fear.",0.0
1.0,47d14088dd96,2026-03-13,event_risk,neutral,[],True,0.0,high,"Stand-down on day evidence, not the calendar: analog majority_action=FLAT (11/15) with share_both_books_red=0.6 and both book means negative (rot -121, mom -74). Event-family analogs (GDP/JOBLESS) are 7/8 FLAT with only one rotation winner. Base rates for red_folder mornings: p_flat 0.54, rotation mean -$98.63/day. Tape is two-sided chop (streak 2, net_10d -7.5) with a 94pt gap into a red-folder cluster — no book has a priced edge today.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=11', 'analog_block.share_both_books_red=0.6', 'analog_block.mean_pl_if_rotation=-121', 'event_family_analogs.counts.FLAT=7', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'regime_vector.red_folder_today=2', 'trailing_stats.net_10d_pts=-7.5']","2026-03-13 (Fri): STAND DOWN. GDP 08:30 + JOLTS/UoM 10:00 red-folder cluster, but the calendar is not the reason — the cohort is. Analog block: 11/15 FLAT, share_both_books_red 0.6, both book means negative; event-family (GDP/JOBLESS) analogs 7/8 FLAT and recent ones bled (03-04 rot -488, 03-06 rot -1455). Red-folder base rate: p_flat 0.54, rotation mean -$99. Tape context: balanced day_type, streak only 2, net_10d -7.5 (flat), price mid-window (~2.3%/2.8% off extremes), trap_rate_10 low at 0.2 — chop after 03-12's -366 slide, 94pt gap up overnight. This is a v0.6.1 clean stand-down case: FLAT-majority cohort = 0.0, not a 0.25 'just in case'. If Monday's briefing shows a book-majority cohort with positive mean, size to it — the -$9,054 rolling read regret says we lose by hiding on BOOK-majority days, not on FLAT-cohort days like this one.",0.0
1.0,47d14088dd96,2026-03-16,trap,neutral,[],True,0.0,high,"Analog cohort is decisively FLAT: 10/15 analogs, majority_action=FLAT, and both books carry negative cohort means (rotation -228, momentum -294) with 53% both-books-red — the retrieval no-trade signal, not calendar fear. Tape confirms trap shape: a +503pt gap up against a 3-day down streak, imbalanced day_type, red_folder_today=0 so no event edge to arm. Per v0.6.1 anchor, a FLAT-majority cohort is a stand-down, not a 0.25.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=10 (of k=15)', 'analog_block.mean_pl_if_rotation=-228', 'analog_block.mean_pl_if_momentum=-294', 'analog_block.share_both_books_red=0.53', 'overnight.gap_vs_prior_close_pts=503.25', 'trailing_stats.directional_streak_days=3', 'regime_vector.red_folder_today=0']","2026-03-16 (fresh eyes, no inherited notes): Stood down on the retrieval anchor — analog cohort 10/15 FLAT, both book means negative, 53% both-books-red. This is the v0.6.1 no-trade case, not calendar caution: red_folder_today=0, only medium-impact events (Empire State 08:30, Pending Home Sales 10:00, Trump speech 11:30). Tape context: huge +503pt gap up into a 3-day down streak (net_5d -110.75, net_10d -167.75), imbalanced day_type, trap_rate_10 low at 0.1, 18 shock bars trailing — gap-against-streak mornings like this resolved FLAT in the cohort. Watch next sessions: if the gap holds and streak flips, war/momentum evidence builds; if it fades, trap read confirmed. Base rates agree with caution here: imbalanced-day bucket p_flat=0.49 with rotation_book_mean -53.71 and momentum_book_mean -26.14 — no unconditional edge. Discipline reminder: 0.25 is for a weak BOOK signal only; a FLAT-majority cohort is 0.0, never 0.25 'just in case'. EV billed at $0 for the stand-down.",0.0
1.0,47d14088dd96,2026-03-17,event_risk,neutral,[],True,0.0,high,"FOMC day, but the stand-down is evidence-based, not calendar reflex: analog majority is FLAT (9/15) with both book means negative (rotation -55, momentum -193), and the FOMC family cohort is 6/8 FLAT with both books red on most days. Red-folder base rate confirms: p_flat 0.54 and negative means for both books. A FLAT-majority cohort is the retrieval no-trade signal per v0.6.1 — 0.25 'just in case' is exactly the leak being corrected.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:9,MOMENTUM:3,ROTATION:3}', 'analog_block.mean_pl_if_momentum=-193', 'analog_block.mean_pl_if_rotation=-55', 'event_family_analogs.counts={FLAT:6,MOMENTUM:2,ROTATION:0}', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'regime_vector.red_folder_today=2']","2026-03-17 (Tue, FOMC 14:00 + projections): STAND DOWN 0.0. Basis: analog cohort majority FLAT 9/15, mean P&L negative for BOTH books (rot -55, mom -193), share_both_books_red 0.53; FOMC family analogs 6/8 FLAT with the 2 momentum winners (25-10-08 +1125, 25-12-10 +255) outweighed by 6 both-red days; red-folder base rate p_flat 0.54, both book means negative over 309 cases. This clears the beyond-the-calendar bar: the DAY's cohort says no book pays, not just the label. Tape context: choppy two-sided March (net_10d -108.75, streak 1, mixed nets, big alternating sessions), overnight gap -57.5 after Monday's +372 bounce — trap-ish reversal tape into a binary release; day_type imbalanced but imbal_share_10 only 0.6, trap_rate_10 low 0.1. If a similar setup recurs WITHOUT a FLAT-majority cohort, prefer 0.25-0.5 momentum post-release (family winners were momentum, never rotation on FOMC days — rotation counts 0/8). Yesterday: realized 0 vs oracle 450, rolling read_regret -8774 — the lineage leak is missed winners, so I only stand down here because the retrieval evidence is one-sided FLAT, not from event fear.",0.0
1.0,47d14088dd96,2026-03-18,event_risk,neutral,[],True,0.0,medium,"Stand-down on cohort evidence, not the calendar: generic analog majority is FLAT (8/15) — the retrieval no-trade signal — and the PPI/FOMC family cohort also leans FLAT (4/8). Priced red-folder priors are negative both books (p_flat 0.54; rotation -$99, momentum -$6 per day, n=309). Family has big momentum winners (2025-10-08, 2026-03-17) but no book majority, so per the v0.6.1 anchor a FLAT cohort is 0.0, not a 0.25 hedge.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8 (k=15)', 'event_family_analogs.counts.FLAT=4 (k=8)', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'base_rates.today_calendar.red_folder.momentum_book_mean=-5.97', 'regime_vector.red_folder_today=4', 'yesterday_result.rolling_20d.your_cumulative_read_regret_usd=-12259']","2026-03-18 (Wed): PPI 08:30 + FOMC statement 14:00 + presser 14:30 — red_folder_today=4, heaviest calendar of the month. Stood down at 0.0 because BOTH retrieval layers say FLAT: generic cohort 8/15 FLAT (share_both_books_red only 0.2, but book means thin: rot +15, mom +82), family cohort (PPI/FOMC) 4/8 FLAT, and red-folder base rates show both books negative-mean over 309 cases. This is day-level evidence beyond the calendar label, satisfying the v0.6.2 bar. Tension logged: yesterday (03-17 FOMC funds-rate day) momentum paid +$3,485 and family momentum winners are outsized (+1125, +255, +3485) vs small FLAT losses — if the family cohort flips to a MOMENTUM majority on future FOMC-class days, arm momentum 0.5 rather than hide. Tape context: two-sided March (net_5d -132.75 vs net_10d +341.75), streak only 2, price mid-window (0.54% off high), trap_rate_10 low at 0.1, overnight gap +85.5 with wide 219.75 range. Rolling read-regret -$12,259/20d is the lineage's leak — wrong-book/hide errors, not sizing (sizing regret $0). Keep anchoring book choice to cohort majorities; do not convert FLAT cohorts into 0.25 just-in-case arms.",0.0
1.0,47d14088dd96,2026-03-19,event_risk,neutral,[],True,0.0,high,"Analog cohort is decisively FLAT: majority_action=FLAT (9/15), and both books lose on average (mom -143, rot -119) with 53% both-red. This is the retrieval no-trade signal — stand-down per rule, not the calendar. The day itself, not the 8:30 claims release, is the problem: base_rates red_folder shows p_flat 0.54 with rotation_book_mean -98.63, so the priced prior agrees with the cohort. Tape is whipsaw (net_5d -481.5 after +372/-413 swings), no book edge to arm.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=9 (of k=15)', 'analog_block.mean_pl_if_momentum=-143', 'analog_block.mean_pl_if_rotation=-119', 'analog_block.share_both_books_red=0.53', 'base_rates.today_calendar.red_folder.p_flat=0.54', 'base_rates.today_calendar.red_folder.rotation_book_mean=-98.63', 'trailing_stats.net_5d_pts=-481.5']","2026-03-19 (Thu, fresh eyes): STAND DOWN. Cohort verdict, not calendar fear: 9/15 analogs FLAT, both mean P&Ls negative (-143/-119), 53% both-red — textbook 0.0 case per v0.6.1 anchor. Red folder today (claims+Philly 8:30, new home sales 10:00) but the stand-down is justified by the FLAT-majority cohort and red_folder base rates (p_flat 0.54, both book means <=0), i.e. evidence about the DAY beyond the label. Tape context: post-FOMC whipsaw week — 03-16 +372, 03-17 +158, 03-18 -413.5; streak only 1 day, net_10d -499 but two-sided, mid-window (2.8% off high, 2.3% off low), so neither war-continuation nor clean balance-rotation. trap_rate_10 low (0.1). Carry-forward: if tomorrow's cohort flips to a book majority with positive mean, size to it (0.5+) rather than defaulting 0.25 — 0.25 diluted winners historically. Rolling-20d read-regret -11,856 says the lineage's misses are read (book/flat calls), not sizing; keep anchoring book choice to majority_action, not narrative.",0.0
1.0,47d14088dd96,2026-03-20,balance,neutral,[],True,0.0,medium,"Analog cohort is a clear stand-down: majority_action=FLAT (9/15) with share_both_books_red=0.6 at the 0.6 threshold, and both book means negative (rotation -6, momentum -217). No red folder today and trap_rate_10=0, so this is a FLAT-cohort no-trade call, not calendar fear. Tape is two-sided (day_type=balanced, streak only 2d) despite the -172.75pt gap; base rates for clear-calendar balanced days also show both books ~flat-to-negative. FLAT majority => 0.0, not a 0.25 hedge.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=9', 'analog_block.share_both_books_red=0.6', 'analog_block.mean_pl_if_momentum=-217', 'analog_block.mean_pl_if_rotation=-6', 'regime_vector.red_folder_today=0', 'regime_vector.day_type=balanced', 'overnight.gap_vs_prior_close_pts=-172.75']","2026-03-20 (Fri, fresh eyes): STAND DOWN on retrieval signal. Cohort of 15 nearest analogs: FLAT 9, ROTATION 4, MOMENTUM 2; share_both_books_red=0.6; mean_pl rotation -6, momentum -217 — a FLAT-majority cohort is the v0.6.1 no-trade anchor, and 0.25 'just in case' is exactly the leak the spec forbids. This is NOT calendar-driven: red_folder_today=0, all week's red folders (FOMC 3/17-18, PPI 3/18, claims 3/19) are past. Tape context: heavy week — -413.5 on 3/18 post-FOMC, then -5.0 inside a 398.5pt range 3/19 (indecision), overnight gap -172.75 with 341.5pt range and 23 shock bars. day_type=balanced, trap_rate_10=0, streak only 2d, net_10d -358 — chop inside a wide range, no armable edge either book. Base rates agree: clear-calendar p_flat 0.44 and both book means negative; balanced-day rotation mean -42.49. yesterday_result: read_regret -1800 on 3/19 (oracle had 1800, we took 0) and rolling-20d read regret -12604 — the lineage leak is HIDING on tradeable days, so I checked hard before flatting; here the cohort itself says flat, which is the one sanctioned reason. Carry-forward: if Monday's cohort names a book, size it (0.5+) rather than default 0.25; only stand down again on FLAT majority or both-books-red >=0.6.",0.0
1.0,47d14088dd96,2026-03-23,war,short,[],True,0.0,high,"Retrieval says no-trade: majority_action=FLAT (9 of 15 analogs), share_both_books_red=0.6 at the flat threshold, and BOTH book means negative (rotation -178, momentum -285). This is day evidence, not calendar fear — red_folder_today=0, so no event is being hidden from. Tape is a violent short-regime morning (net_10d -415, 172.75pt gap, 489.75pt overnight shock bar), exactly the cohort where both books lose. FLAT cohort = stand down per v0.6.1 anchor; 0.25 would be the blur the spec forbids.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=9', 'analog_block.share_both_books_red=0.6', 'analog_block.mean_pl_if_rotation=-178', 'analog_block.mean_pl_if_momentum=-285', 'regime_vector.red_folder_today=0', 'trailing_stats.net_10d_pts=-415.0', 'shock_bars.largest.range_pts=489.75']","2026-03-23 (fresh eyes): Stood down on a FLAT-majority cohort (9/15 FLAT, both book means red, share_both_books_red=0.6) — the clean textbook stand-down, not calendar avoidance (no red folder today; PMI/Powell were Sat 03-21, today=false). Tape context: 3-day down streak, net_10d -415pts, price 1.75% off 20d window low, day_type imbalanced with imbal_share_10=0.7, huge overnight: 990.5pt range, 172.75pt gap, 48 shock bars incl a 489.75pt bar at 07:05 — war regime, short pressure, but the analogs say days that look like this pay neither book. Base rates agree: imbalanced days p_flat=0.49 with rotation_book_mean -$53.71; topline p_flat=0.47. Watch next session: if the shock washes out and analogs flip to a book majority, arm that book at the cohort-implied notch — do not carry today's flat reflexively. Yesterday's line (03-20): sat out an oracle +$1310 day (read regret -1310), rolling-20d read regret -13.6k but arm expectancy +$49 and zero sizing regret — regret is concentrated in reads, so the fix is better book/flat calls from retrieval, not sizing up marginal days. Today's call follows that: the cohort is FLAT, so flat.",0.0
1.0,47d14088dd96,2026-03-24,event_risk,neutral,[],True,0.0,high,"Retrieval no-trade signal fires cleanly: analog majority_action=FLAT (10/15), share_both_books_red=0.6 at threshold, and both cohort book means are red (rotation -123, momentum -190). Base rates agree: elevated shock regime p_flat=0.56 with both books negative. Evidence beyond the calendar: 38 shock bars incl. a 489.75pt bar 03-23, and a whipsaw tape (-415.5 then +498, ~990pt range). This is a both-books-lose cohort, not a hide-from-the-release call.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=10', 'analog_block.share_both_books_red=0.6', 'analog_block.mean_pl_if_rotation=-123', 'analog_block.mean_pl_if_momentum=-190', 'base_rates.today_shock_regime.elevated(>p85).p_flat=0.56', 'shock_bars.count=38', 'trailing_sessions[2026-03-23].net_pts=498.0']","2026-03-24 (fresh eyes, no inherited notes). Stand-down day: analog cohort decisively FLAT (10/15, share_both_books_red=0.6, both book means negative) and shock-regime base rate p_flat=0.56 confirms. Not a calendar reflex — red_folder_today=1 (Services PMI 09:45, Richmond 10:00) alone would NOT justify flat; the day itself looks untradeable: 38 shock bars over threshold 64.5, largest 489.75pt (03-23 07:05), trailing tape whipsawing violently (-413.5, -5.0, -415.5, +498 with a 990.5pt range), overnight range 313.75pt on only -34.25 net. day_type=balanced with streak=1 and mixed nets, so no directional edge either way; net_10d -439.75 vs yesterday's +498 rip means neither book's structure has a clean setup. Watch going forward: after violent both-ways sessions like 03-23, cohorts skew FLAT — respect that even on event mornings. If tomorrow shows a settled tape (shock count falling, range contraction) with a book-majority cohort, re-arm at the size the cohort mean supports; do not default to 0.25 out of doubt. Rolling-20d read regret is the lineage's leak (-13887), so only stand down on cohort/tape evidence like today's, never on the calendar label.",0.0
1.0,47d14088dd96,2026-03-25,balance,neutral,[],True,0.0,medium,"Analog cohort says no-trade: majority_action=FLAT (7/15) and BOTH books carry negative cohort means (momentum -243, rotation -93) - the v0.6.1 anchor makes a FLAT majority a stand-down, not a 0.25. Base rates agree: elevated shock regime shows p_flat 0.56 with both book means negative. This is day evidence, not calendar fear - red_folder_today=0 (only an evening speech). Tape is whipsaw balance: streak 1, price mid-window, 40 shock bars - a chop tape where neither book paid historically.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=7', 'analog_block.mean_pl_if_momentum=-243', 'analog_block.mean_pl_if_rotation=-93', 'base_rates.today_shock_regime.elevated(>p85).p_flat=0.56', 'regime_vector.red_folder_today=0', 'trailing_stats.directional_streak_days=1', 'shock_bars.count=40']","2026-03-25 (fresh eyes): Stood down on retrieval, not fear. Cohort: FLAT majority 7/15, mean_pl momentum -243 / rotation -93, share_both_books_red 0.47 - no book had a positive cohort mean, so no reduced-arm tier applies. Base rates for today's buckets all lean flat: shock-elevated p_flat 0.56 (books -52/-75), imbalanced day_type p_flat 0.49. Tape context: violent two-way chop - alternating +-400pt sessions (03-20 -415, 03-23 +498, 03-24 -14), ranges 400-990pts, streak only 1, price mid-window (2.8% off high / 3.0% off low), net_10d -482 mild. 40 shock bars incl 489.75pt bar on 03-23 pre-open. Gap today 91.25pts up within this chop - trap risk but trap_rate_10 only 0.1, so labeled balance (whipsaw), not trap. Calendar clear (Trump speech 19:20 ET, after hours) - stand-down is cohort-based per v0.6.2 rules, calendar played no role. Watch next sessions: if the 03-23 low/03-16 high window holds and ranges compress, rotation may come back per the 03-23 analog (ROTATION +278); if a streak forms off this gap, revisit momentum. Rolling-20d read regret -12,152 means the lineage's leak is bad reads, not sizing - only trade when the cohort names a book with positive mean.",0.0
1.0,47d14088dd96,2026-03-26,event_risk,neutral,[],True,0.0,medium,"Analog majority is FLAT (8/15) — the retrieval no-trade signal; per the v0.6.1 anchor a FLAT cohort is a stand-down, not a 0.25. Cohort book edges are dead: rotation mean -36, momentum mean +24 (carried by one +2990 outlier). Base rates say the same beyond the calendar: elevated-shock mornings are 56% FLAT with both books negative. A -266pt gap and 42 overnight shock bars mark event_risk, but the stand-down is cohort- and base-rate-driven, not the red-folder label.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts.FLAT=8 (k=15)', 'analog_block.mean_pl_if_rotation=-36', 'analog_block.mean_pl_if_momentum=24', 'base_rates.today_shock_regime.elevated(>p85).p_flat=0.56', 'overnight.gap_vs_prior_close_pts=-266.0', 'shock_bars.count=42', 'regime_vector.red_folder_today=1']","Fresh-eyes 2026-03-26. Stood down on a FLAT-majority cohort (8/15), NOT on the Claims/UoM calendar — v0.6.2 rule: calendar alone never justifies flat, but a FLAT cohort does. Supporting: elevated shock regime (42 bars >66pt, largest 489.75 on 03-23) has p_flat 0.56 with both book means negative; imbalanced day_type base rate also FLAT-leaning (p_flat 0.49, both means negative). Tape context: violent two-sided window (03-20 -415.5, 03-23 +498 on a 990.5pt range), net_10d -469.75 but net_5d +11.75, price 1.4% off window low — churn near the lows, not a clean war trend; directional edge unclear either way, consistent with the split 4 ROT / 3 MOM minority. If tomorrow's cohort names a book, arm it at the majority's book per rule 1 and size to mean strength; do not let a momentum-outlier day (+2990 in cohort) tempt a lottery-ticket 0.25 on a FLAT majority. Rolling-20d shows read regret -12152 but zero sizing regret — the lineage leak is book/trade selection, so trust the retrieval anchors.",0.0
1.0,47d14088dd96,2026-03-27,war,short,[],True,0.0,medium,"War tape (3-day down streak, net_5d -534.75, price pinned at window low) but the retrieval says no-trade: analog majority_action=FLAT (8 of 15), rotation cohort mean -$49, momentum only +$52 and split 3v4. Base rates confirm beyond the calendar: today's elevated-shock bucket is 56% flat with both books mean-negative. No red folder today; only a 17:30 speech. This is a FLAT-cohort stand-down per v0.6.1, not calendar fear.","['analog_block.majority_action=FLAT', 'analog_block.best_action_counts={FLAT:8,MOMENTUM:3,ROTATION:4}', 'analog_block.mean_pl_if_momentum=52', 'analog_block.mean_pl_if_rotation=-49', 'base_rates.today_shock_regime.elevated(>p85).p_flat=0.56', 'trailing_stats.pct_off_window_low=-0.418', 'trailing_stats.net_5d_pts=-534.75', 'regime_vector.red_folder_today=0']","2026-03-27 (Fri, fresh eyes): Downtrend war tape — 3-day directional streak, net_5d -535 / net_10d -655, close 23822 essentially AT the 20d window low (-0.418% off), gap -158, imbal_share_10 0.8, streak_imbal 2. 43 elevated shock bars (largest 489.75pt on 03-23). Stood down 0.0 on the retrieval anchor: analog cohort majority FLAT 8/15 with thin/negative book means (mom +52, rot -49), nearest analog 2026-03-26 was FLAT with e4 -700. Elevated-shock base rate p_flat 0.56, both books mean-negative; imbalanced day-type p_flat 0.49. Evidence is about the DAY (cohort + shock-regime priors), not the calendar — red_folder_today=0, only a 17:30 ET Trump speech (after RTH, medium). If Monday shows the same setup but a book-majority cohort, arm that book at 0.25-0.5 short-biased; watch trap_rate_10 (only 0.1 now, so continuation not structurally suspect if cohort turns MOMENTUM). Rolling-20d read-regret is -11,177 cumulative — the lineage's leak is hiding on payable days, so hold the bar high for future stand-downs: FLAT majority or share_both_books_red>=0.6 only (today qualifies on the former; share_both_books_red 0.4 alone would not).",0.0
